[2024-08-16 00:38:39,650] torch.distributed.run: [WARNING] 
[2024-08-16 00:38:39,650] torch.distributed.run: [WARNING] *****************************************
[2024-08-16 00:38:39,650] torch.distributed.run: [WARNING] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
[2024-08-16 00:38:39,650] torch.distributed.run: [WARNING] *****************************************
[TAG] init with 4
[TAG] init with 4
FlashDTR initialization succeed with budget 3.5.FlashDTR initialization succeed with budget 3.5.

[TAG] init with 4
[TAG] init with 4
FlashDTR initialization succeed with budget 3.5.
FlashDTR initialization succeed with budget 3.5.
(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (9424.42, 16121.02)
    train/valid/test-data-iterators-setup ..........: (98.03, 187.97)
[W ProcessGroupNCCL.cpp:1849] Warning: 0NCCL_AVOID_RECORD_STREAMS=1 has no effect for point-to-point collectives. (function operator())
[W ProcessGroupNCCL.cpp:1849] Warning: 0NCCL_AVOID_RECORD_STREAMS=1 has no effect for point-to-point collectives. (function operator())
[W ProcessGroupNCCL.cpp:1849] Warning: 0NCCL_AVOID_RECORD_STREAMS=1 has no effect for point-to-point collectives. (function operator())
[W ProcessGroupNCCL.cpp:1849] Warning: 0NCCL_AVOID_RECORD_STREAMS=1 has no effect for point-to-point collectives. (function operator())
[W ProcessGroupNCCL.cpp:1849] Warning: 0NCCL_AVOID_RECORD_STREAMS=1 has no effect for point-to-point collectives. (function operator())
[W ProcessGroupNCCL.cpp:1849] Warning: 0NCCL_AVOID_RECORD_STREAMS=1 has no effect for point-to-point collectives. (function operator())
[W ProcessGroupNCCL.cpp:1849] Warning: 0NCCL_AVOID_RECORD_STREAMS=1 has no effect for point-to-point collectives. (function operator())
[W ProcessGroupNCCL.cpp:1849] Warning: 0NCCL_AVOID_RECORD_STREAMS=1 has no effect for point-to-point collectives. (function operator())
 [2024-08-16 00:39:19] iteration        1/   10000 | consumed samples:          512 | elapsed time per iteration (ms): 4970.3 | learning rate: 0.000E+00 | global batch size:   512 | loss scale: 4294967296.0 | number of skipped iterations:   1 | number of nan iterations:   0 | peak reserved memory: 14396 | peak allocated memory: 13596 |
 [2024-08-16 00:39:22] iteration        2/   10000 | consumed samples:         1024 | elapsed time per iteration (ms): 3317.5 | learning rate: 0.000E+00 | global batch size:   512 | loss scale: 2147483648.0 | number of skipped iterations:   1 | number of nan iterations:   0 | peak reserved memory: 14396 | peak allocated memory: 13596 |
 [2024-08-16 00:39:25] iteration        3/   10000 | consumed samples:         1536 | elapsed time per iteration (ms): 3404.2 | learning rate: 0.000E+00 | global batch size:   512 | loss scale: 1073741824.0 | number of skipped iterations:   1 | number of nan iterations:   0 | peak reserved memory: 14396 | peak allocated memory: 13596 |
 [2024-08-16 00:39:29] iteration        4/   10000 | consumed samples:         2048 | elapsed time per iteration (ms): 3407.4 | learning rate: 0.000E+00 | global batch size:   512 | loss scale: 536870912.0 | number of skipped iterations:   1 | number of nan iterations:   0 | peak reserved memory: 14396 | peak allocated memory: 13596 |
 [2024-08-16 00:39:32] iteration        5/   10000 | consumed samples:         2560 | elapsed time per iteration (ms): 3411.3 | learning rate: 0.000E+00 | global batch size:   512 | loss scale: 268435456.0 | number of skipped iterations:   1 | number of nan iterations:   0 | peak reserved memory: 14396 | peak allocated memory: 13596 |
 [2024-08-16 00:39:35] iteration        6/   10000 | consumed samples:         3072 | elapsed time per iteration (ms): 3408.7 | learning rate: 0.000E+00 | global batch size:   512 | loss scale: 134217728.0 | number of skipped iterations:   1 | number of nan iterations:   0 | peak reserved memory: 14396 | peak allocated memory: 13596 |
 [2024-08-16 00:39:39] iteration        7/   10000 | consumed samples:         3584 | elapsed time per iteration (ms): 3424.1 | learning rate: 0.000E+00 | global batch size:   512 | loss scale: 67108864.0 | number of skipped iterations:   1 | number of nan iterations:   0 | peak reserved memory: 14396 | peak allocated memory: 13596 |
 [2024-08-16 00:39:42] iteration        8/   10000 | consumed samples:         4096 | elapsed time per iteration (ms): 3410.2 | learning rate: 0.000E+00 | global batch size:   512 | loss scale: 33554432.0 | number of skipped iterations:   1 | number of nan iterations:   0 | peak reserved memory: 14396 | peak allocated memory: 13596 |
 [2024-08-16 00:39:46] iteration        9/   10000 | consumed samples:         4608 | elapsed time per iteration (ms): 3416.0 | learning rate: 0.000E+00 | global batch size:   512 | loss scale: 16777216.0 | number of skipped iterations:   1 | number of nan iterations:   0 | peak reserved memory: 14396 | peak allocated memory: 13596 |
 [2024-08-16 00:39:49] iteration       10/   10000 | consumed samples:         5120 | elapsed time per iteration (ms): 3415.4 | learning rate: 0.000E+00 | global batch size:   512 | loss scale: 8388608.0 | number of skipped iterations:   1 | number of nan iterations:   0 | peak reserved memory: 14396 | peak allocated memory: 13596 |
 [2024-08-16 00:39:53] iteration       11/   10000 | consumed samples:         5632 | elapsed time per iteration (ms): 3402.3 | learning rate: 0.000E+00 | global batch size:   512 | loss scale: 4194304.0 | number of skipped iterations:   1 | number of nan iterations:   0 | peak reserved memory: 14396 | peak allocated memory: 13596 |
 [2024-08-16 00:39:56] iteration       12/   10000 | consumed samples:         6144 | elapsed time per iteration (ms): 3406.5 | learning rate: 0.000E+00 | global batch size:   512 | loss scale: 2097152.0 | number of skipped iterations:   1 | number of nan iterations:   0 | peak reserved memory: 14396 | peak allocated memory: 13596 |
 [2024-08-16 00:39:59] iteration       13/   10000 | consumed samples:         6656 | elapsed time per iteration (ms): 3408.1 | learning rate: 0.000E+00 | global batch size:   512 | loss scale: 1048576.0 | number of skipped iterations:   1 | number of nan iterations:   0 | peak reserved memory: 14396 | peak allocated memory: 13596 |
 [2024-08-16 00:40:03] iteration       14/   10000 | consumed samples:         7168 | elapsed time per iteration (ms): 3413.0 | learning rate: 0.000E+00 | global batch size:   512 | loss scale: 524288.0 | number of skipped iterations:   1 | number of nan iterations:   0 | peak reserved memory: 14396 | peak allocated memory: 13596 |
 [2024-08-16 00:40:06] iteration       15/   10000 | consumed samples:         7680 | elapsed time per iteration (ms): 3400.7 | learning rate: 0.000E+00 | global batch size:   512 | loss scale: 262144.0 | number of skipped iterations:   1 | number of nan iterations:   0 | peak reserved memory: 14396 | peak allocated memory: 13596 |
 [2024-08-16 00:40:10] iteration       16/   10000 | consumed samples:         8192 | elapsed time per iteration (ms): 3430.2 | learning rate: 4.687E-08 | global batch size:   512 | lm loss: 1.124561E+01 | loss scale: 262144.0 | grad norm: 35.852 | number of skipped iterations:   0 | number of nan iterations:   0 | peak reserved memory: 14842 | peak allocated memory: 13596 |
 [2024-08-16 00:40:13] iteration       17/   10000 | consumed samples:         8704 | elapsed time per iteration (ms): 3440.3 | learning rate: 9.375E-08 | global batch size:   512 | lm loss: 1.124739E+01 | loss scale: 262144.0 | grad norm: 35.678 | number of skipped iterations:   0 | number of nan iterations:   0 | peak reserved memory: 18746 | peak allocated memory: 17396 |
 [2024-08-16 00:40:16] iteration       18/   10000 | consumed samples:         9216 | elapsed time per iteration (ms): 3425.3 | learning rate: 1.406E-07 | global batch size:   512 | lm loss: 1.124734E+01 | loss scale: 262144.0 | grad norm: 35.956 | number of skipped iterations:   0 | number of nan iterations:   0 | peak reserved memory: 18746 | peak allocated memory: 17396 |
 [2024-08-16 00:40:20] iteration       19/   10000 | consumed samples:         9728 | elapsed time per iteration (ms): 3432.4 | learning rate: 1.875E-07 | global batch size:   512 | lm loss: 1.123655E+01 | loss scale: 262144.0 | grad norm: 35.281 | number of skipped iterations:   0 | number of nan iterations:   0 | peak reserved memory: 18746 | peak allocated memory: 17396 |
 [2024-08-16 00:40:23] iteration       20/   10000 | consumed samples:        10240 | elapsed time per iteration (ms): 3433.9 | learning rate: 2.344E-07 | global batch size:   512 | lm loss: 1.120559E+01 | loss scale: 262144.0 | grad norm: 35.841 | number of skipped iterations:   0 | number of nan iterations:   0 | peak reserved memory: 18746 | peak allocated memory: 17396 |
 [2024-08-16 00:40:27] iteration       21/   10000 | consumed samples:        10752 | elapsed time per iteration (ms): 3421.2 | learning rate: 2.813E-07 | global batch size:   512 | lm loss: 1.117609E+01 | loss scale: 262144.0 | grad norm: 35.349 | number of skipped iterations:   0 | number of nan iterations:   0 | peak reserved memory: 18746 | peak allocated memory: 17396 |
 [2024-08-16 00:40:30] iteration       22/   10000 | consumed samples:        11264 | elapsed time per iteration (ms): 3431.3 | learning rate: 3.281E-07 | global batch size:   512 | lm loss: 1.106310E+01 | loss scale: 262144.0 | grad norm: 34.727 | number of skipped iterations:   0 | number of nan iterations:   0 | peak reserved memory: 18746 | peak allocated memory: 17396 |
 [2024-08-16 00:40:34] iteration       23/   10000 | consumed samples:        11776 | elapsed time per iteration (ms): 3433.0 | learning rate: 3.750E-07 | global batch size:   512 | lm loss: 1.078605E+01 | loss scale: 262144.0 | grad norm: 33.519 | number of skipped iterations:   0 | number of nan iterations:   0 | peak reserved memory: 18746 | peak allocated memory: 17396 |
 [2024-08-16 00:40:37] iteration       24/   10000 | consumed samples:        12288 | elapsed time per iteration (ms): 3423.2 | learning rate: 4.219E-07 | global batch size:   512 | lm loss: 1.068718E+01 | loss scale: 262144.0 | grad norm: 32.241 | number of skipped iterations:   0 | number of nan iterations:   0 | peak reserved memory: 18746 | peak allocated memory: 17396 |
 [2024-08-16 00:40:40] iteration       25/   10000 | consumed samples:        12800 | elapsed time per iteration (ms): 3438.8 | learning rate: 4.687E-07 | global batch size:   512 | lm loss: 1.054383E+01 | loss scale: 262144.0 | grad norm: 29.930 | number of skipped iterations:   0 | number of nan iterations:   0 | peak reserved memory: 18746 | peak allocated memory: 17396 |
 [2024-08-16 00:40:44] iteration       26/   10000 | consumed samples:        13312 | elapsed time per iteration (ms): 3431.7 | learning rate: 5.156E-07 | global batch size:   512 | lm loss: 1.026386E+01 | loss scale: 262144.0 | grad norm: 26.047 | number of skipped iterations:   0 | number of nan iterations:   0 | peak reserved memory: 18746 | peak allocated memory: 17396 |
 [2024-08-16 00:40:47] iteration       27/   10000 | consumed samples:        13824 | elapsed time per iteration (ms): 3420.8 | learning rate: 5.625E-07 | global batch size:   512 | lm loss: 1.013457E+01 | loss scale: 262144.0 | grad norm: 22.692 | number of skipped iterations:   0 | number of nan iterations:   0 | peak reserved memory: 18746 | peak allocated memory: 17396 |
 [2024-08-16 00:40:51] iteration       28/   10000 | consumed samples:        14336 | elapsed time per iteration (ms): 3432.9 | learning rate: 6.094E-07 | global batch size:   512 | lm loss: 9.976343E+00 | loss scale: 262144.0 | grad norm: 18.269 | number of skipped iterations:   0 | number of nan iterations:   0 | peak reserved memory: 18746 | peak allocated memory: 17396 |
 [2024-08-16 00:40:54] iteration       29/   10000 | consumed samples:        14848 | elapsed time per iteration (ms): 3429.4 | learning rate: 6.562E-07 | global batch size:   512 | lm loss: 9.889753E+00 | loss scale: 262144.0 | grad norm: 17.552 | number of skipped iterations:   0 | number of nan iterations:   0 | peak reserved memory: 18746 | peak allocated memory: 17396 |
 [2024-08-16 00:40:58] iteration       30/   10000 | consumed samples:        15360 | elapsed time per iteration (ms): 3422.8 | learning rate: 7.031E-07 | global batch size:   512 | lm loss: 9.798058E+00 | loss scale: 262144.0 | grad norm: 16.136 | number of skipped iterations:   0 | number of nan iterations:   0 | peak reserved memory: 18746 | peak allocated memory: 17396 |
 [2024-08-16 00:41:01] iteration       31/   10000 | consumed samples:        15872 | elapsed time per iteration (ms): 3426.3 | learning rate: 7.500E-07 | global batch size:   512 | lm loss: 9.710708E+00 | loss scale: 262144.0 | grad norm: 18.591 | number of skipped iterations:   0 | number of nan iterations:   0 | peak reserved memory: 18746 | peak allocated memory: 17396 |
 [2024-08-16 00:41:04] iteration       32/   10000 | consumed samples:        16384 | elapsed time per iteration (ms): 3429.0 | learning rate: 7.969E-07 | global batch size:   512 | lm loss: 9.628036E+00 | loss scale: 262144.0 | grad norm: 18.100 | number of skipped iterations:   0 | number of nan iterations:   0 | peak reserved memory: 18746 | peak allocated memory: 17396 |
 [2024-08-16 00:41:08] iteration       33/   10000 | consumed samples:        16896 | elapsed time per iteration (ms): 3422.9 | learning rate: 8.437E-07 | global batch size:   512 | lm loss: 9.539043E+00 | loss scale: 262144.0 | grad norm: 13.998 | number of skipped iterations:   0 | number of nan iterations:   0 | peak reserved memory: 18746 | peak allocated memory: 17396 |
 [2024-08-16 00:41:11] iteration       34/   10000 | consumed samples:        17408 | elapsed time per iteration (ms): 3425.5 | learning rate: 8.906E-07 | global batch size:   512 | lm loss: 9.496363E+00 | loss scale: 262144.0 | grad norm: 12.672 | number of skipped iterations:   0 | number of nan iterations:   0 | peak reserved memory: 18746 | peak allocated memory: 17396 |
 [2024-08-16 00:41:15] iteration       35/   10000 | consumed samples:        17920 | elapsed time per iteration (ms): 3423.0 | learning rate: 9.375E-07 | global batch size:   512 | lm loss: 9.442866E+00 | loss scale: 262144.0 | grad norm: 14.126 | number of skipped iterations:   0 | number of nan iterations:   0 | peak reserved memory: 18746 | peak allocated memory: 17396 |
